SheetName|ListObjectName|ListObjectHeader|Value
ChartOfAccounts|tbl_InputChartOfAccounts|Account Code and Description|4130 Interest received
ChartOfAccounts|tbl_InputChartOfAccounts|Account Code and Description|4210 Cost of sales dog goods
ChartOfAccounts|tbl_InputChartOfAccounts|Account Code and Description|4220 Cost of sales cat goods
ChartOfAccounts|tbl_InputChartOfAccounts|Account Code and Description|4310 Salaries
ChartOfAccounts|tbl_InputChartOfAccounts|Account Code and Description|4320 Retirement benefits
ChartOfAccounts|tbl_InputChartOfAccounts|Account Code and Description|4330 Bonuses
ChartOfAccounts|tbl_InputChartOfAccounts|Account Code and Description|4410 Rent
ChartOfAccounts|tbl_InputChartOfAccounts|Account Code and Description|4420 Building maintentance
ChartOfAccounts|tbl_InputChartOfAccounts|Account Code and Description|4430 Rates
ChartOfAccounts|tbl_InputChartOfAccounts|Account Code and Description|4510 TV advertising
ChartOfAccounts|tbl_InputChartOfAccounts|Account Code and Description|4520 SEO consultants
ChartOfAccounts|tbl_InputChartOfAccounts|Account Code and Description|4530 Sky writing
ChartOfAccounts|tbl_InputChartOfAccounts|Account Code and Description|5110 Income tax expense
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Balance sheet
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Balance sheet
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Balance sheet
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Balance sheet
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Balance sheet
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Balance sheet
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Balance sheet
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Balance sheet
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Balance sheet
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Balance sheet
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Balance sheet
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Balance sheet
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Balance sheet
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Balance sheet
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Balance sheet
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Balance sheet
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Balance sheet
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Balance sheet
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Balance sheet
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Balance sheet
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Balance sheet
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Balance sheet
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Profit and loss
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Profit and loss
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Profit and loss
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Profit and loss
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Profit and loss
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Profit and loss
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Profit and loss
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Profit and loss
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Profit and loss
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Profit and loss
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Profit and loss
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Profit and loss
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Profit and loss
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Profit and loss
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 1|Profit and loss
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Liabilities
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Liabilities
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Liabilities
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Liabilities
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Liabilities
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Liabilities
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Equity
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Equity
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Sales
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Sales
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Sales
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Cost of Sales
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Cost of Sales
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Expenses
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Expenses
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Expenses
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Expenses
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Expenses
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Expenses
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Expenses
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Expenses
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Expenses
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 2|Income Taxes
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Current assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Current assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Current assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Current assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Current assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Current assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Current assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Current assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Current assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Non-current assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Non-current assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Non-current assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Non-current assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Non-current assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Current liabilities
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Current liabilities
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Current liabilities
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Current liabilities
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|non-current liabilities
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|non-current liabilities
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Employee Benefits
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Employee Benefits
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Employee Benefits
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Property Expenses
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Property Expenses
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Property Expenses
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Marketing
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Marketing
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|Marketing
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 3|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|Cash & Cash Equivalents
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|Cash & Cash Equivalents
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|Cash & Cash Equivalents
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|Receievables
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|Receievables
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|Receievables
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|Inventory
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|Inventory
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|Inventory
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|Fixed Assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|Fixed Assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|Fixed Assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|Fixed Assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|Intangible Assets
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|Bank overdrafts
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|Bank overdrafts
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|creditors
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|creditors
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|Loans
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|Loans
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 4|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
ChartOfAccounts|tbl_InputChartOfAccounts|Account Category 5|
OpeningBalances|tbl_InputOpeningBalalances|Account Code and Description|1110 Account Dog Bank
OpeningBalances|tbl_InputOpeningBalalances|Account Code and Description|1120 Account Cat Bank
OpeningBalances|tbl_InputOpeningBalalances|Account Code and Description|1130 Account Kangaroo Bank
OpeningBalances|tbl_InputOpeningBalalances|Account Code and Description|1210 Receivables Labrador State
OpeningBalances|tbl_InputOpeningBalalances|Account Code and Description|1220 Receivables Poodle State
OpeningBalances|tbl_InputOpeningBalalances|Account Code and Description|1230 Receivables Persian State
OpeningBalances|tbl_InputOpeningBalalances|Account Code and Description|1310 Inventory Dog Food
OpeningBalances|tbl_InputOpeningBalalances|Account Code and Description|1320 Inventory Cat Toys
OpeningBalances|tbl_InputOpeningBalalances|Account Code and Description|1330 Inventory Fish Tanks
OpeningBalances|tbl_InputOpeningBalalances|Account Code and Description|1410 Buildings
OpeningBalances|tbl_InputOpeningBalalances|Account Code and Description|1420 Furntiure
OpeningBalances|tbl_InputOpeningBalalances|Account Code and Description|1430 Servers
OpeningBalances|tbl_InputOpeningBalalances|Account Code and Description|1440 Computers
OpeningBalances|tbl_InputOpeningBalalances|Account Code and Description|1510 Brand
OpeningBalances|tbl_InputOpeningBalalances|Account Code and Description|2110 Dog Bank overdraft
OpeningBalances|tbl_InputOpeningBalalances|Account Code and Description|2120 Cat Bank overdraft
OpeningBalances|tbl_InputOpeningBalalances|Account Code and Description|2210 Creditors for dog goods
OpeningBalances|tbl_InputOpeningBalalances|Account Code and Description|2220 Creditors for cat goods
OpeningBalances|tbl_InputOpeningBalalances|Account Code and Description|2310 Loan - Shark 1
OpeningBalances|tbl_InputOpeningBalalances|Account Code and Description|2320 Loan - Shark 2
OpeningBalances|tbl_InputOpeningBalalances|Account Code and Description|3110 Share capital
OpeningBalances|tbl_InputOpeningBalalances|Account Code and Description|3120 Retained Earnings
OpeningBalances|tbl_InputOpeningBalalances|Amount|124542319
OpeningBalances|tbl_InputOpeningBalalances|Amount|75614396
OpeningBalances|tbl_InputOpeningBalalances|Amount|24546145
OpeningBalances|tbl_InputOpeningBalalances|Amount|21425409
OpeningBalances|tbl_InputOpeningBalalances|Amount|5633158
OpeningBalances|tbl_InputOpeningBalalances|Amount|64745515
OpeningBalances|tbl_InputOpeningBalalances|Amount|54363775
OpeningBalances|tbl_InputOpeningBalalances|Amount|3124301
OpeningBalances|tbl_InputOpeningBalalances|Amount|2356633
OpeningBalances|tbl_InputOpeningBalalances|Amount|500000392
OpeningBalances|tbl_InputOpeningBalalances|Amount|124521667
OpeningBalances|tbl_InputOpeningBalalances|Amount|14526528
OpeningBalances|tbl_InputOpeningBalalances|Amount|23523592
OpeningBalances|tbl_InputOpeningBalalances|Amount|70000605
OpeningBalances|tbl_InputOpeningBalalances|Amount|-1244476
OpeningBalances|tbl_InputOpeningBalalances|Amount|-1451943
OpeningBalances|tbl_InputOpeningBalalances|Amount|-14123860
OpeningBalances|tbl_InputOpeningBalalances|Amount|-851763
OpeningBalances|tbl_InputOpeningBalalances|Amount|-149999314
OpeningBalances|tbl_InputOpeningBalalances|Amount|-49999672
OpeningBalances|tbl_InputOpeningBalalances|Amount|-399999661
OpeningBalances|tbl_InputOpeningBalalances|Amount|-491253746
JnlMetaData|tbl_InputJnlMetaData|Jnl Prefix|001
JnlMetaData|tbl_InputJnlMetaData|Jnl Prefix|003
JnlMetaData|tbl_InputJnlMetaData|Jnl Prefix|
JnlMetaData|tbl_InputJnlMetaData|Jnl Prefix|
JnlMetaData|tbl_InputJnlMetaData|Debit Account Code and Description|1210 Receivables Labrador State
JnlMetaData|tbl_InputJnlMetaData|Debit Account Code and Description|1230 Receivables Persian State
JnlMetaData|tbl_InputJnlMetaData|Debit Account Code and Description|
JnlMetaData|tbl_InputJnlMetaData|Debit Account Code and Description|
JnlMetaData|tbl_InputJnlMetaData|Credit Account Code and Description|4110 Sales dog goods
JnlMetaData|tbl_InputJnlMetaData|Credit Account Code and Description|4120 Sales cat goods
JnlMetaData|tbl_InputJnlMetaData|Credit Account Code and Description|
JnlMetaData|tbl_InputJnlMetaData|Credit Account Code and Description|
JnlMetaData|tbl_InputJnlMetaData|Jnl Description|Labrador Sales
JnlMetaData|tbl_InputJnlMetaData|Jnl Description|Cat food sales
JnlMetaData|tbl_InputJnlMetaData|Jnl Description|
JnlMetaData|tbl_InputJnlMetaData|Jnl Description|
JnlMetaData|tbl_InputJnlMetaData|Base Amount Total For Month|1000000
JnlMetaData|tbl_InputJnlMetaData|Base Amount Total For Month|130000
JnlMetaData|tbl_InputJnlMetaData|Base Amount Total For Month|
JnlMetaData|tbl_InputJnlMetaData|Base Amount Total For Month|
JnlMetaData|tbl_InputJnlMetaData|Is recurring|True
JnlMetaData|tbl_InputJnlMetaData|Is recurring|True
JnlMetaData|tbl_InputJnlMetaData|Is recurring|
JnlMetaData|tbl_InputJnlMetaData|Is recurring|
JnlMetaData|tbl_InputJnlMetaData|Annual growth percentage|0.12
JnlMetaData|tbl_InputJnlMetaData|Annual growth percentage|0.1
JnlMetaData|tbl_InputJnlMetaData|Annual growth percentage|
JnlMetaData|tbl_InputJnlMetaData|Annual growth percentage|
JnlMetaData|tbl_InputJnlMetaData|Number of instances per month|20
JnlMetaData|tbl_InputJnlMetaData|Number of instances per month|3
JnlMetaData|tbl_InputJnlMetaData|Number of instances per month|
JnlMetaData|tbl_InputJnlMetaData|Number of instances per month|
JnlMetaData|tbl_InputJnlMetaData|Randomise|True
JnlMetaData|tbl_InputJnlMetaData|Randomise|True
JnlMetaData|tbl_InputJnlMetaData|Randomise|
JnlMetaData|tbl_InputJnlMetaData|Randomise|
JnlMetaData|tbl_InputJnlMetaData|Random Variation around base|0.05
JnlMetaData|tbl_InputJnlMetaData|Random Variation around base|0
JnlMetaData|tbl_InputJnlMetaData|Random Variation around base|
JnlMetaData|tbl_InputJnlMetaData|Random Variation around base|
AdHocJnls|tbl_InputAdHocJnls|EndOfMonth|31/05/2018
AdHocJnls|tbl_InputAdHocJnls|EndOfMonth|31/05/2018
AdHocJnls|tbl_InputAdHocJnls|EndOfMonth|
AdHocJnls|tbl_InputAdHocJnls|EndOfMonth|30/05/2021
AdHocJnls|tbl_InputAdHocJnls|EndOfMonth|30/05/2021
AdHocJnls|tbl_InputAdHocJnls|Jnl ID|AH1
AdHocJnls|tbl_InputAdHocJnls|Jnl ID|AH1
AdHocJnls|tbl_InputAdHocJnls|Jnl ID|
AdHocJnls|tbl_InputAdHocJnls|Jnl ID|AH2
AdHocJnls|tbl_InputAdHocJnls|Jnl ID|AH2
AdHocJnls|tbl_InputAdHocJnls|Account Code and Description|1210 Receivables Labrador State
AdHocJnls|tbl_InputAdHocJnls|Account Code and Description|4110 Sales dog goods
AdHocJnls|tbl_InputAdHocJnls|Account Code and Description|
AdHocJnls|tbl_InputAdHocJnls|Account Code and Description|1210 Receivables Labrador State
AdHocJnls|tbl_InputAdHocJnls|Account Code and Description|4110 Sales dog goods
AdHocJnls|tbl_InputAdHocJnls|Jnl Description|Labrador Sales
AdHocJnls|tbl_InputAdHocJnls|Jnl Description|Labrador Sales
AdHocJnls|tbl_InputAdHocJnls|Jnl Description|
AdHocJnls|tbl_InputAdHocJnls|Jnl Description|Labrador Sales
AdHocJnls|tbl_InputAdHocJnls|Jnl Description|Labrador Sales
AdHocJnls|tbl_InputAdHocJnls|Jnl Amount|-200000
AdHocJnls|tbl_InputAdHocJnls|Jnl Amount|200000
AdHocJnls|tbl_InputAdHocJnls|Jnl Amount|
AdHocJnls|tbl_InputAdHocJnls|Jnl Amount|600000
AdHocJnls|tbl_InputAdHocJnls|Jnl Amount|-600000
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|1110
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|1120
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|1130
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|1210
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|1220
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|1230
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|1310
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|1320
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|1330
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|1410
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|1420
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|1430
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|1440
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|1510
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|2110
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|2120
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|2210
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|2220
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|2310
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|2320
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|3110
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|3120
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|4110
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|4120
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|4130
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|4210
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|4220
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|4310
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|4320
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|4330
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|4410
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|4420
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|4430
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|4510
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|4520
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|4530
OutputChartOfAccounts|tbl_ChartOfAccounts|Account Code|5110
